Sample	bam_file	total_reads	mapped_reads	mapped_bases	sequenced_bases	mean_insert_size	median_insert_size	mean_mapping_quality	general_error_rate	mean_coverage	percentage_aligned
home | santang3 | scratch | glue | results | qc | qualimap | Sapporo_40_19_qualimap_bamqc | Sapporo_40_19	/home/santang3/scratch/glue/results/bam/final/Sapporo_40_19_merged_sorted_dupsMarked.bam	3832893.0	3524652.0	451100049.0	450244656.0	52252.3474	138.0	11.6172	0.0173	0.4904	91.95800665450354
home | santang3 | scratch | glue | results | qc | qualimap | Sapporo_40_4_qualimap_bamqc | Sapporo_40_4	/home/santang3/scratch/glue/results/bam/final/Sapporo_40_4_merged_sorted_dupsMarked.bam	7266066.0	7156810.0	1011191414.0	1009084428.0	168190.6	236.0	13.4278	0.0199	1.0993	98.49635277191261
home | santang3 | scratch | glue | results | qc | qualimap | Sapporo_40_5_qualimap_bamqc | Sapporo_40_5	/home/santang3/scratch/glue/results/bam/final/Sapporo_40_5_merged_sorted_dupsMarked.bam	8067821.0	7941263.0	1120660643.0	1118183324.0	152205.2098	195.0	13.2849	0.0203	1.2183	98.431323649843
home | santang3 | scratch | glue | results | qc | qualimap | Sapporo_40_9_qualimap_bamqc | Sapporo_40_9	/home/santang3/scratch/glue/results/bam/final/Sapporo_40_9_merged_sorted_dupsMarked.bam	1871683.0	1733279.0	200521776.0	200215300.0	38300.0511	116.0	9.5608	0.0168	0.218	92.60537174297143
home | santang3 | scratch | glue | results | qc | qualimap | Sapporo_43_11_qualimap_bamqc | Sapporo_43_11	/home/santang3/scratch/glue/results/bam/final/Sapporo_43_11_merged_sorted_dupsMarked.bam	6396315.0	6225475.0	798538545.0	797093667.0	68429.2979	136.0	12.1913	0.0184	0.8681	97.32908713845394
home | santang3 | scratch | glue | results | qc | qualimap | Sapporo_43_12_qualimap_bamqc | Sapporo_43_12	/home/santang3/scratch/glue/results/bam/final/Sapporo_43_12_merged_sorted_dupsMarked.bam	7201452.0	7067927.0	991509251.0	989374520.0	170419.1404	208.0	13.1944	0.0206	1.0779	98.14586002933852
home | santang3 | scratch | glue | results | qc | qualimap | Sapporo_43_13_qualimap_bamqc | Sapporo_43_13	/home/santang3/scratch/glue/results/bam/final/Sapporo_43_13_merged_sorted_dupsMarked.bam	7580367.0	7395485.0	988112929.0	985949814.0	121290.5973	168.0	13.1424	0.0194	1.0742	97.56104156962321
home | santang3 | scratch | glue | results | qc | qualimap | Sapporo_43_19_qualimap_bamqc | Sapporo_43_19	/home/santang3/scratch/glue/results/bam/final/Sapporo_43_19_merged_sorted_dupsMarked.bam	8435203.0	8230717.0	1051695832.0	1049470440.0	134755.0424	140.0	12.354	0.0193	1.1434	97.57580226581388
home | santang3 | scratch | glue | results | qc | qualimap | Sapporo_43_20_qualimap_bamqc | Sapporo_43_20	/home/santang3/scratch/glue/results/bam/final/Sapporo_43_20_merged_sorted_dupsMarked.bam	8082941.0	7806805.0	1011425710.0	1009453731.0	108737.0719	142.0	12.6362	0.0191	1.0996	96.58371872317267
home | santang3 | scratch | glue | results | qc | qualimap | Sapporo_43_4_qualimap_bamqc | Sapporo_43_4	/home/santang3/scratch/glue/results/bam/final/Sapporo_43_4_merged_sorted_dupsMarked.bam	7000724.0	6829611.0	978921291.0	976660512.0	185414.8703	269.0	13.3162	0.0199	1.0642	97.55578137346937
home | santang3 | scratch | glue | results | qc | qualimap | Sapporo_43_5_qualimap_bamqc | Sapporo_43_5	/home/santang3/scratch/glue/results/bam/final/Sapporo_43_5_merged_sorted_dupsMarked.bam	7261182.0	7141237.0	1029981600.0	1027328091.0	261674.5731	359.0	13.3495	0.0217	1.1198	98.34813395394855
home | santang3 | scratch | glue | results | qc | qualimap | Sapporo_43_6_qualimap_bamqc | Sapporo_43_6	/home/santang3/scratch/glue/results/bam/final/Sapporo_43_6_merged_sorted_dupsMarked.bam	8467338.0	8355177.0	1208898902.0	1205859439.0	224726.6802	282.0	13.6899	0.0207	1.3143	98.67536881130764
home | santang3 | scratch | glue | results | qc | qualimap | Sapporo_43_7_qualimap_bamqc | Sapporo_43_7	/home/santang3/scratch/glue/results/bam/final/Sapporo_43_7_merged_sorted_dupsMarked.bam	8119894.0	7922420.0	1113815680.0	1111452973.0	164020.4275	240.0	13.4569	0.0199	1.2109	97.56802243970179
home | santang3 | scratch | glue | results | qc | qualimap | Sapporo_43_8_qualimap_bamqc | Sapporo_43_8	/home/santang3/scratch/glue/results/bam/final/Sapporo_43_8_merged_sorted_dupsMarked.bam	6681219.0	6511703.0	919764741.0	917536832.0	172575.3623	222.0	13.4008	0.0206	0.9999	97.46279833066392
home | santang3 | scratch | glue | results | qc | qualimap | Sapporo_44_11_qualimap_bamqc | Sapporo_44_11	/home/santang3/scratch/glue/results/bam/final/Sapporo_44_11_merged_sorted_dupsMarked.bam	7125370.0	6548160.0	926648300.0	924602006.0	158128.3616	231.0	13.1866	0.0204	1.0074	91.89922768922877
home | santang3 | scratch | glue | results | qc | qualimap | Sapporo_44_12_qualimap_bamqc | Sapporo_44_12	/home/santang3/scratch/glue/results/bam/final/Sapporo_44_12_merged_sorted_dupsMarked.bam	6348802.0	6155290.0	888286643.0	886165976.0	215488.4611	304.0	13.0464	0.0215	0.9657	96.95199188760336
home | santang3 | scratch | glue | results | qc | qualimap | Sapporo_44_13_qualimap_bamqc | Sapporo_44_13	/home/santang3/scratch/glue/results/bam/final/Sapporo_44_13_merged_sorted_dupsMarked.bam	7849928.0	7652183.0	1095000283.0	1092454738.0	188543.3699	260.0	13.2329	0.0211	1.1904	97.48093230918806
home | santang3 | scratch | glue | results | qc | qualimap | Sapporo_44_14_qualimap_bamqc | Sapporo_44_14	/home/santang3/scratch/glue/results/bam/final/Sapporo_44_14_merged_sorted_dupsMarked.bam	6438683.0	6034545.0	858948154.0	857011130.0	151882.9629	237.0	13.1983	0.0194	0.9338	93.72328160898743
home | santang3 | scratch | glue | results | qc | qualimap | Sapporo_44_16_qualimap_bamqc | Sapporo_44_16	/home/santang3/scratch/glue/results/bam/final/Sapporo_44_16_merged_sorted_dupsMarked.bam	7825603.0	7669649.0	1074291558.0	1071828747.0	162832.2087	206.0	13.5023	0.0204	1.1679	98.00713120765262
home | santang3 | scratch | glue | results | qc | qualimap | Sapporo_44_17_qualimap_bamqc | Sapporo_44_17	/home/santang3/scratch/glue/results/bam/final/Sapporo_44_17_merged_sorted_dupsMarked.bam	6980569.0	6776712.0	962347367.0	960114093.0	162534.0261	238.0	13.4445	0.0199	1.0462	97.07965067031068
home | santang3 | scratch | glue | results | qc | qualimap | Sapporo_44_18_qualimap_bamqc | Sapporo_44_18	/home/santang3/scratch/glue/results/bam/final/Sapporo_44_18_merged_sorted_dupsMarked.bam	8004581.0	7716295.0	1092890373.0	1090315679.0	183736.765	221.0	13.5514	0.0212	1.1881	96.39848731620056
home | santang3 | scratch | glue | results | qc | qualimap | Sapporo_44_7_qualimap_bamqc | Sapporo_44_7	/home/santang3/scratch/glue/results/bam/final/Sapporo_44_7_merged_sorted_dupsMarked.bam	6642282.0	6478918.0	931327461.0	929003014.0	231495.773	291.0	13.1544	0.0218	1.0125	97.54054404796423
home | santang3 | scratch | glue | results | qc | qualimap | Shanghai_10_7_qualimap_bamqc | Shanghai_10_7	/home/santang3/scratch/glue/results/bam/final/Shanghai_10_7_merged_sorted_dupsMarked.bam	8134511.0	7495547.0	1038958713.0	1036718899.0	158400.05	202.0	14.2311	0.0193	1.1295	92.14502260799696
home | santang3 | scratch | glue | results | qc | qualimap | Shanghai_11_10_qualimap_bamqc | Shanghai_11_10	/home/santang3/scratch/glue/results/bam/final/Shanghai_11_10_merged_sorted_dupsMarked.bam	7896416.0	4192654.0	578107368.0	576781433.0	161346.8345	232.0	13.3868	0.0196	0.6285	53.09565757427167
home | santang3 | scratch | glue | results | qc | qualimap | Shanghai_1_14_qualimap_bamqc | Shanghai_1_14	/home/santang3/scratch/glue/results/bam/final/Shanghai_1_14_merged_sorted_dupsMarked.bam	8167193.0	6760924.0	961260868.0	958969421.0	195950.4832	286.0	13.7717	0.02	1.045	82.78148930728098
home | santang3 | scratch | glue | results | qc | qualimap | Shanghai_2_17_qualimap_bamqc | Shanghai_2_17	/home/santang3/scratch/glue/results/bam/final/Shanghai_2_17_merged_sorted_dupsMarked.bam	9254612.0	8165380.0	1126518827.0	1124121252.0	132799.0932	195.0	13.4128	0.0185	1.2247	88.23038718424932
home | santang3 | scratch | glue | results | qc | qualimap | Shanghai_3_4_qualimap_bamqc | Shanghai_3_4	/home/santang3/scratch/glue/results/bam/final/Shanghai_3_4_merged_sorted_dupsMarked.bam	8328614.0	1258548.0	162293981.0	161952673.0	155945.8549	211.0	11.0788	0.0197	0.1764	15.111133737258085
home | santang3 | scratch | glue | results | qc | qualimap | Shanghai_8_2_qualimap_bamqc | Shanghai_8_2	/home/santang3/scratch/glue/results/bam/final/Shanghai_8_2_merged_sorted_dupsMarked.bam	8102527.0	7439871.0	1057346939.0	1055062770.0	165895.4413	247.0	14.0448	0.019	1.1495	91.82161318314644
home | santang3 | scratch | glue | results | qc | qualimap | Stockholm_1_6_qualimap_bamqc | Stockholm_1_6	/home/santang3/scratch/glue/results/bam/final/Stockholm_1_6_merged_sorted_dupsMarked.bam	8513692.0	8381449.0	1191460272.0	1188863494.0	186640.904	210.0	13.1966	0.0208	1.2953	98.44670208882351
home | santang3 | scratch | glue | results | qc | qualimap | Stockholm_42_6_qualimap_bamqc | Stockholm_42_6	/home/santang3/scratch/glue/results/bam/final/Stockholm_42_6_merged_sorted_dupsMarked.bam	9477084.0	9399072.0	1290475565.0	1288089486.0	172724.2714	171.0	12.0915	0.0203	1.4029	99.17683540633385
home | santang3 | scratch | glue | results | qc | qualimap | Stockholm_43_12_qualimap_bamqc | Stockholm_43_12	/home/santang3/scratch/glue/results/bam/final/Stockholm_43_12_merged_sorted_dupsMarked.bam	7893957.0	7821215.0	1084966928.0	1082757088.0	219250.6867	192.0	12.0177	0.0213	1.1795	99.07851030858161
home | santang3 | scratch | glue | results | qc | qualimap | Stockholm_44_17_qualimap_bamqc | Stockholm_44_17	/home/santang3/scratch/glue/results/bam/final/Stockholm_44_17_merged_sorted_dupsMarked.bam	8567188.0	8419342.0	1179001262.0	1176578350.0	176677.581	180.0	12.6548	0.0215	1.2818	98.27427622692534
home | santang3 | scratch | glue | results | qc | qualimap | Stockholm_4_18_qualimap_bamqc | Stockholm_4_18	/home/santang3/scratch/glue/results/bam/final/Stockholm_4_18_merged_sorted_dupsMarked.bam	9906425.0	9666801.0	1362076997.0	1359185257.0	168926.6843	205.0	13.1772	0.0203	1.4808	97.58112538075036
home | santang3 | scratch | glue | results | qc | qualimap | Stockholm_5_4_qualimap_bamqc | Stockholm_5_4	/home/santang3/scratch/glue/results/bam/final/Stockholm_5_4_merged_sorted_dupsMarked.bam	6275399.0	6201549.0	897729670.0	895727675.0	187140.931	278.0	12.5669	0.0194	0.976	98.82318239844192
home | santang3 | scratch | glue | results | qc | qualimap | Sydney_1_9_qualimap_bamqc | Sydney_1_9	/home/santang3/scratch/glue/results/bam/final/Sydney_1_9_merged_sorted_dupsMarked.bam	8836553.0	8658971.0	1218108326.0	1215322752.0	137494.4959	190.0	13.614	0.0204	1.3243	97.99037022694257
home | santang3 | scratch | glue | results | qc | qualimap | Sydney_2_9_qualimap_bamqc | Sydney_2_9	/home/santang3/scratch/glue/results/bam/final/Sydney_2_9_merged_sorted_dupsMarked.bam	9424579.0	592295.0	28712709.0	28669840.0	28746.9763	20.0	5.4054	0.0195	0.0312	6.284577804483361
home | santang3 | scratch | glue | results | qc | qualimap | Sydney_37_7_qualimap_bamqc | Sydney_37_7	/home/santang3/scratch/glue/results/bam/final/Sydney_37_7_merged_sorted_dupsMarked.bam	9479931.0	1261473.0	154526070.0	154218118.0	104447.1432	181.0	10.5224	0.0194	0.168	13.306774068292269
home | santang3 | scratch | glue | results | qc | qualimap | Sydney_39_3_qualimap_bamqc | Sydney_39_3	/home/santang3/scratch/glue/results/bam/final/Sydney_39_3_merged_sorted_dupsMarked.bam	11117262.0	372793.0	17265651.0	17241583.0	30311.5698	19.0	4.2827	0.0214	0.0188	3.3532806908751454
home | santang3 | scratch | glue | results | qc | qualimap | Sydney_40_1_qualimap_bamqc | Sydney_40_1	/home/santang3/scratch/glue/results/bam/final/Sydney_40_1_merged_sorted_dupsMarked.bam	10309792.0	401082.0	18988849.0	18962241.0	33057.3885	20.0	4.2842	0.0216	0.0206	3.890301569614595
home | santang3 | scratch | glue | results | qc | qualimap | Sydney_4_2_qualimap_bamqc | Sydney_4_2	/home/santang3/scratch/glue/results/bam/final/Sydney_4_2_merged_sorted_dupsMarked.bam	9832202.0	1655452.0	224726458.0	224185412.0	209382.4655	300.0	11.393	0.0204	0.2443	16.837042200719633
home | santang3 | scratch | glue | results | qc | qualimap | Talca_13_15_qualimap_bamqc | Talca_13_15	/home/santang3/scratch/glue/results/bam/final/Talca_13_15_merged_sorted_dupsMarked.bam	9611234.0	8978235.0	1294563699.0	1292038012.0	135998.0515	247.0	13.7443	0.0167	1.4074	93.41396744684397
home | santang3 | scratch | glue | results | qc | qualimap | Talca_1_13_qualimap_bamqc | Talca_1_13	/home/santang3/scratch/glue/results/bam/final/Talca_1_13_merged_sorted_dupsMarked.bam	9691735.0	7379079.0	1035990679.0	1033723981.0	157067.35	260.0	13.378	0.0187	1.1263	76.13785354221922
home | santang3 | scratch | glue | results | qc | qualimap | Talca_20_5_qualimap_bamqc | Talca_20_5	/home/santang3/scratch/glue/results/bam/final/Talca_20_5_merged_sorted_dupsMarked.bam	6002926.0	4226380.0	588463484.0	587586977.0	54604.6156	184.0	12.3057	0.0136	0.6398	70.4053323329323
home | santang3 | scratch | glue | results | qc | qualimap | Talca_27_20_qualimap_bamqc | Talca_27_20	/home/santang3/scratch/glue/results/bam/final/Talca_27_20_merged_sorted_dupsMarked.bam	2923574.0	2474367.0	295899864.0	295436556.0	30306.4169	122.0	10.1341	0.0136	0.3217	84.63500496310338
home | santang3 | scratch | glue | results | qc | qualimap | Talca_34_4_qualimap_bamqc | Talca_34_4	/home/santang3/scratch/glue/results/bam/final/Talca_34_4_merged_sorted_dupsMarked.bam	10229695.0	8495072.0	1219527134.0	1216744927.0	195921.1243	272.0	13.7955	0.0208	1.3258	83.0432578879429
home | santang3 | scratch | glue | results | qc | qualimap | Talca_4_3_qualimap_bamqc | Talca_4_3	/home/santang3/scratch/glue/results/bam/final/Talca_4_3_merged_sorted_dupsMarked.bam	9374786.0	6771652.0	932710593.0	930715086.0	121967.1881	200.0	13.5634	0.0188	1.014	72.23260349622915
home | santang3 | scratch | glue | results | qc | qualimap | Tampa_12_8_qualimap_bamqc | Tampa_12_8	/home/santang3/scratch/glue/results/bam/final/Tampa_12_8_merged_sorted_dupsMarked.bam	9394787.0	9205566.0	1290046355.0	1287333161.0	108800.9611	174.0	13.941	0.0191	1.4025	97.98589366634923
home | santang3 | scratch | glue | results | qc | qualimap | Tampa_13_7_qualimap_bamqc | Tampa_13_7	/home/santang3/scratch/glue/results/bam/final/Tampa_13_7_merged_sorted_dupsMarked.bam	8126568.0	7707006.0	892461353.0	891159339.0	31461.4498	117.0	11.8167	0.0164	0.9702	94.8371563493962
home | santang3 | scratch | glue | results | qc | qualimap | Tampa_14_11_qualimap_bamqc | Tampa_14_11	/home/santang3/scratch/glue/results/bam/final/Tampa_14_11_merged_sorted_dupsMarked.bam	6795964.0	6493754.0	928303329.0	926448578.0	111415.4856	213.0	13.761	0.0187	1.0092	95.55309592575829
home | santang3 | scratch | glue | results | qc | qualimap | Tampa_4_5_qualimap_bamqc | Tampa_4_5	/home/santang3/scratch/glue/results/bam/final/Tampa_4_5_merged_sorted_dupsMarked.bam	7713104.0	7444932.0	997358883.0	995477278.0	61095.3627	156.0	13.5822	0.016	1.0843	96.52316369648328
home | santang3 | scratch | glue | results | qc | qualimap | Tampa_5_11_qualimap_bamqc | Tampa_5_11	/home/santang3/scratch/glue/results/bam/final/Tampa_5_11_merged_sorted_dupsMarked.bam	10434377.0	10143838.0	1318900961.0	1316673275.0	71020.9318	147.0	13.1106	0.018	1.4339	97.21555968315118
home | santang3 | scratch | glue | results | qc | qualimap | Tampa_7_12_qualimap_bamqc | Tampa_7_12	/home/santang3/scratch/glue/results/bam/final/Tampa_7_12_merged_sorted_dupsMarked.bam	10696589.0	10194195.0	1333318418.0	1330991793.0	81663.9891	142.0	13.225	0.0177	1.4495	95.3032317124646
home | santang3 | scratch | glue | results | qc | qualimap | Tehran_1_10_qualimap_bamqc | Tehran_1_10	/home/santang3/scratch/glue/results/bam/final/Tehran_1_10_merged_sorted_dupsMarked.bam	9402701.0	7876339.0	999408725.0	997150776.0	151438.6114	228.0	12.8792	0.0196	1.0865	83.76677084595161
home | santang3 | scratch | glue | results | qc | qualimap | Tehran_1_1_qualimap_bamqc | Tehran_1_1	/home/santang3/scratch/glue/results/bam/final/Tehran_1_1_merged_sorted_dupsMarked.bam	11526328.0	9778269.0	1298132297.0	1295221417.0	118226.7253	169.0	13.1073	0.0188	1.4113	84.83420739024605
home | santang3 | scratch | glue | results | qc | qualimap | Tehran_1_2_qualimap_bamqc | Tehran_1_2	/home/santang3/scratch/glue/results/bam/final/Tehran_1_2_merged_sorted_dupsMarked.bam	9196417.0	8635382.0	1242319638.0	1239271452.0	252686.4224	352.0	13.6401	0.0209	1.3506	93.8994175666458
home | santang3 | scratch | glue | results | qc | qualimap | Tehran_1_3_qualimap_bamqc | Tehran_1_3	/home/santang3/scratch/glue/results/bam/final/Tehran_1_3_merged_sorted_dupsMarked.bam	276248.0	240332.0	30774369.0	30708950.0	108878.9617	144.0	6.1643	0.019	0.0335	86.99863890417306
home | santang3 | scratch | glue | results | qc | qualimap | Tehran_1_4_qualimap_bamqc | Tehran_1_4	/home/santang3/scratch/glue/results/bam/final/Tehran_1_4_merged_sorted_dupsMarked.bam	8248160.0	7906774.0	1097133503.0	1094618640.0	144473.0552	218.0	13.1062	0.0198	1.1928	95.86106477080949
home | santang3 | scratch | glue | results | qc | qualimap | Tehran_1_5_qualimap_bamqc | Tehran_1_5	/home/santang3/scratch/glue/results/bam/final/Tehran_1_5_merged_sorted_dupsMarked.bam	286358.0	242779.0	30296527.0	30234156.0	103146.7077	135.0	6.0661	0.0186	0.0329	84.7816369719023
home | santang3 | scratch | glue | results | qc | qualimap | Tehran_1_6_qualimap_bamqc | Tehran_1_6	/home/santang3/scratch/glue/results/bam/final/Tehran_1_6_merged_sorted_dupsMarked.bam	11307067.0	7920986.0	1084434187.0	1081955638.0	155984.8876	234.0	12.9041	0.0197	1.1789	70.0534099603372
home | santang3 | scratch | glue | results | qc | qualimap | Tehran_1_9_qualimap_bamqc | Tehran_1_9	/home/santang3/scratch/glue/results/bam/final/Tehran_1_9_merged_sorted_dupsMarked.bam	8777665.0	6206302.0	734420626.0	733093101.0	50785.4627	122.0	11.6217	0.0165	0.7984	70.70561476201244
home | santang3 | scratch | glue | results | qc | qualimap | Tehran_27_10_qualimap_bamqc | Tehran_27_10	/home/santang3/scratch/glue/results/bam/final/Tehran_27_10_merged_sorted_dupsMarked.bam	9201250.0	9062304.0	1227840033.0	1225284494.0	144318.9473	187.0	13.7572	0.0186	1.3349	98.4899225648689
home | santang3 | scratch | glue | results | qc | qualimap | Tehran_27_1_qualimap_bamqc | Tehran_27_1	/home/santang3/scratch/glue/results/bam/final/Tehran_27_1_merged_sorted_dupsMarked.bam	12704891.0	11955941.0	1652571523.0	1649221405.0	99298.4208	176.0	13.7819	0.0184	1.7966	94.10502616669439
home | santang3 | scratch | glue | results | qc | qualimap | Tehran_27_2_qualimap_bamqc | Tehran_27_2	/home/santang3/scratch/glue/results/bam/final/Tehran_27_2_merged_sorted_dupsMarked.bam	14550584.0	14292362.0	1877415653.0	1873556489.0	102043.2632	150.0	13.7367	0.0182	2.041	98.22534958047045
home | santang3 | scratch | glue | results | qc | qualimap | Tehran_27_3_qualimap_bamqc | Tehran_27_3	/home/santang3/scratch/glue/results/bam/final/Tehran_27_3_merged_sorted_dupsMarked.bam	9297536.0	8764025.0	1247749492.0	1244561757.0	222085.4919	274.0	13.4993	0.022	1.3565	94.2618022667511
home | santang3 | scratch | glue | results | qc | qualimap | Tehran_27_4_qualimap_bamqc | Tehran_27_4	/home/santang3/scratch/glue/results/bam/final/Tehran_27_4_merged_sorted_dupsMarked.bam	11379831.0	9343391.0	1345562421.0	1342263169.0	213327.7847	299.0	13.807	0.0211	1.4628	82.10483090653983
home | santang3 | scratch | glue | results | qc | qualimap | Tehran_27_5_qualimap_bamqc | Tehran_27_5	/home/santang3/scratch/glue/results/bam/final/Tehran_27_5_merged_sorted_dupsMarked.bam	12506563.0	10815706.0	1498178034.0	1495117532.0	116486.3481	189.0	13.8663	0.0191	1.6288	86.4802424135232
home | santang3 | scratch | glue | results | qc | qualimap | Tehran_27_6_qualimap_bamqc | Tehran_27_6	/home/santang3/scratch/glue/results/bam/final/Tehran_27_6_merged_sorted_dupsMarked.bam	10876472.0	10467829.0	1481798293.0	1478481708.0	160763.5236	235.0	14.0455	0.0197	1.6109	96.24287176944877
home | santang3 | scratch | glue | results | qc | qualimap | Tehran_27_8_qualimap_bamqc | Tehran_27_8	/home/santang3/scratch/glue/results/bam/final/Tehran_27_8_merged_sorted_dupsMarked.bam	10766162.0	9349982.0	1321824325.0	1318904664.0	154013.7395	219.0	13.7245	0.0198	1.437	86.84600881911308
home | santang3 | scratch | glue | results | qc | qualimap | Tehran_27_9_qualimap_bamqc | Tehran_27_9	/home/santang3/scratch/glue/results/bam/final/Tehran_27_9_merged_sorted_dupsMarked.bam	12226262.0	10144744.0	1442259263.0	1439014426.0	153631.7638	214.0	14.1912	0.0197	1.568	82.97502540024088
home | santang3 | scratch | glue | results | qc | qualimap | Tehran_28_10_qualimap_bamqc | Tehran_28_10	/home/santang3/scratch/glue/results/bam/final/Tehran_28_10_merged_sorted_dupsMarked.bam	28145608.0	27610849.0	3249777851.0	3243984504.0	27285.2788	118.0	12.234	0.0159	3.533	98.10002683189505
home | santang3 | scratch | glue | results | qc | qualimap | Tehran_28_2_qualimap_bamqc | Tehran_28_2	/home/santang3/scratch/glue/results/bam/final/Tehran_28_2_merged_sorted_dupsMarked.bam	9373384.0	8370920.0	1195945757.0	1193103483.0	166627.9832	240.0	12.9841	0.0208	1.3002	89.30520716957717
home | santang3 | scratch | glue | results | qc | qualimap | Tehran_28_3_qualimap_bamqc | Tehran_28_3	/home/santang3/scratch/glue/results/bam/final/Tehran_28_3_merged_sorted_dupsMarked.bam	9529142.0	9175292.0	1295881024.0	1292855708.0	192018.5139	276.0	12.7815	0.0211	1.4088	96.28665413948076
home | santang3 | scratch | glue | results | qc | qualimap | Tehran_28_5_qualimap_bamqc | Tehran_28_5	/home/santang3/scratch/glue/results/bam/final/Tehran_28_5_merged_sorted_dupsMarked.bam	9365459.0	8891165.0	1286218883.0	1283089546.0	257431.4247	318.0	12.8631	0.0211	1.3983	94.93571003834408
home | santang3 | scratch | glue | results | qc | qualimap | Tehran_28_6_qualimap_bamqc | Tehran_28_6	/home/santang3/scratch/glue/results/bam/final/Tehran_28_6_merged_sorted_dupsMarked.bam	6783508.0	6674148.0	914349904.0	912169278.0	151167.4842	202.0	12.4516	0.0199	0.994	98.38785477956243
home | santang3 | scratch | glue | results | qc | qualimap | Tehran_28_7_qualimap_bamqc | Tehran_28_7	/home/santang3/scratch/glue/results/bam/final/Tehran_28_7_merged_sorted_dupsMarked.bam	9037051.0	8777701.0	1268663587.0	1265654407.0	212568.3818	324.0	12.9877	0.0202	1.3792	97.13014787677972
home | santang3 | scratch | glue | results | qc | qualimap | Tehran_28_8_qualimap_bamqc | Tehran_28_8	/home/santang3/scratch/glue/results/bam/final/Tehran_28_8_merged_sorted_dupsMarked.bam	9641806.0	8830520.0	1271315521.0	1268145625.0	214661.2728	281.0	13.0278	0.0219	1.3821	91.58574648774307
home | santang3 | scratch | glue | results | qc | qualimap | Tehran_2_10_qualimap_bamqc | Tehran_2_10	/home/santang3/scratch/glue/results/bam/final/Tehran_2_10_merged_sorted_dupsMarked.bam	10067006.0	5559926.0	772479010.0	770758724.0	151962.4365	235.0	13.2148	0.0192	0.8398	55.22919128090318
home | santang3 | scratch | glue | results | qc | qualimap | Tehran_2_1_qualimap_bamqc | Tehran_2_1	/home/santang3/scratch/glue/results/bam/final/Tehran_2_1_merged_sorted_dupsMarked.bam	7053196.0	6771724.0	976071976.0	973661555.0	260024.5784	385.0	12.4443	0.0218	1.0611	96.00929847972465
home | santang3 | scratch | glue | results | qc | qualimap | Tehran_2_2_qualimap_bamqc | Tehran_2_2	/home/santang3/scratch/glue/results/bam/final/Tehran_2_2_merged_sorted_dupsMarked.bam	8594894.0	7221356.0	1035390459.0	1032763304.0	271382.4686	346.0	13.0042	0.0218	1.1256	84.01913973575475
home | santang3 | scratch | glue | results | qc | qualimap | Tehran_2_4_qualimap_bamqc | Tehran_2_4	/home/santang3/scratch/glue/results/bam/final/Tehran_2_4_merged_sorted_dupsMarked.bam	9005021.0	8572412.0	1235562726.0	1232366173.0	242239.3604	319.0	13.2959	0.0212	1.3432	95.1959134798242
home | santang3 | scratch | glue | results | qc | qualimap | Tehran_2_6_qualimap_bamqc | Tehran_2_6	/home/santang3/scratch/glue/results/bam/final/Tehran_2_6_merged_sorted_dupsMarked.bam	8951005.0	8520449.0	1128501116.0	1125872597.0	85002.5223	156.0	12.868	0.0186	1.2269	95.189858568954
home | santang3 | scratch | glue | results | qc | qualimap | Tehran_2_7_qualimap_bamqc | Tehran_2_7	/home/santang3/scratch/glue/results/bam/final/Tehran_2_7_merged_sorted_dupsMarked.bam	6601362.0	6454010.0	931799217.0	929329599.0	305940.2165	484.0	12.0357	0.0245	1.013	97.76785457304113
home | santang3 | scratch | glue | results | qc | qualimap | Tehran_2_8_qualimap_bamqc | Tehran_2_8	/home/santang3/scratch/glue/results/bam/final/Tehran_2_8_merged_sorted_dupsMarked.bam	326289.0	282691.0	36230611.0	36152262.0	108650.0185	143.0	6.4957	0.0192	0.0394	86.63822562207123
home | santang3 | scratch | glue | results | qc | qualimap | Tehran_2_9_qualimap_bamqc | Tehran_2_9	/home/santang3/scratch/glue/results/bam/final/Tehran_2_9_merged_sorted_dupsMarked.bam	9887054.0	7463571.0	1056915501.0	1054381645.0	192578.5169	284.0	13.9741	0.02	1.149	75.48832038340237
home | santang3 | scratch | glue | results | qc | qualimap | Tehran_35_10_qualimap_bamqc | Tehran_35_10	/home/santang3/scratch/glue/results/bam/final/Tehran_35_10_merged_sorted_dupsMarked.bam	10512791.0	10321434.0	1395138103.0	1392147539.0	125094.8856	157.0	13.1148	0.0191	1.5167	98.17976976808538
home | santang3 | scratch | glue | results | qc | qualimap | Tehran_35_1_qualimap_bamqc | Tehran_35_1	/home/santang3/scratch/glue/results/bam/final/Tehran_35_1_merged_sorted_dupsMarked.bam	10885533.0	9630408.0	1323938549.0	1320973718.0	142702.4337	192.0	12.7976	0.0203	1.4393	88.46978829608068
home | santang3 | scratch | glue | results | qc | qualimap | Tehran_35_2_qualimap_bamqc | Tehran_35_2	/home/santang3/scratch/glue/results/bam/final/Tehran_35_2_merged_sorted_dupsMarked.bam	12515302.0	11511315.0	1453364700.0	1450181376.0	89158.0161	132.0	12.4036	0.0193	1.58	91.97792430418379
home | santang3 | scratch | glue | results | qc | qualimap | Tehran_35_3_qualimap_bamqc | Tehran_35_3	/home/santang3/scratch/glue/results/bam/final/Tehran_35_3_merged_sorted_dupsMarked.bam	9916068.0	9247120.0	1242933640.0	1240121310.0	118858.3502	157.0	12.7421	0.0195	1.3513	93.25389862191345
